username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per
JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,0,1,1,0,0,1,1,"bootstrap,",0.05829596412556054,94.17040358744396,6,60,55.56%,"0,1,0,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,9,167.21388184831352,55.56%
Saariasba,unal1,IH-Project-2017-Saariasba_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.07352941176470588,92.64705882352942,4,40,40.74%,"0,0,0,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,44.44%,0,0.0,0.0%,,5,136.99488491048595,40.74%
tres-iqus,unal1,IH-Project-2017-tres-iqus_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%
cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase2,Tue Nov  7 00:39:19 2017,1,6,"New York State Career Centers, Required Weather API, New York City Museums, New York City Art Galleries, Directory Of DCP Offices, New York City Locations Providing Seasonal Flu Vaccinations, ",1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.003656307129798903,99.6343692870201,9,90,92.59%,"1,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,18,4.0,92.59%,"3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;0.0,0.0,0.0,;1.0,1.0,2.0,;",32,215.37349972180272,92.59%
DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0035714285714285713,99.64285714285714,8,80,81.48%,"0,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,11,192.6863354037267,81.48%
BrandonAvilanR,unal1,IH-Project-2017-BrandonAvilanR_webapp_phase2,Tue Nov  7 00:39:19 2017,0,3,"New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, ",1,1,1,1,0,0,1,1,"bootstrap,animate,font-awesome,jquery,",0.003355704697986577,99.66442953020133,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,3,0.6666666666666667,77.78%,"1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",13,183.37457445773757,74.07%
alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase2,Tue Nov  7 00:39:19 2017,1,5,"Required Weather API, New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, Bicycle Routes Across New York State: Map, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"bootstrap,d3,animate,jquery,",0.030120481927710843,96.98795180722891,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,24,5.333333333333334,96.3%,"3.0,2.0,1.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",39,224.06041557534488,96.3%
jaasuarezvi,unal1,IH-Project-2017-jaasuarezvi_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,",0.011494252873563218,98.85057471264368,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,48.15%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,48.15%,0,0.0,0.0%,,8,167.5462268865567,59.26%
DavidsMartinez,unal1,IH-Project-2017-DavidsMartinez_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
Biopeligro,unal1,IH-Project-2017-Biopeligro_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
garayf,unal1,IH-Project-2017-garayf_webapp_phase2,Tue Nov  7 00:39:19 2017,0,1,"New York City Museums, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.011990407673860911,98.8009592326139,6,60,59.26%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,4,0.8888888888888888,85.19%,"1.0,1.0,2.0,;",13,172.73332638237235,66.67%
jaleonro,unal1,IH-Project-2017-jaleonro_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.011494252873563218,98.85057471264368,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,12,201.89405297351323,88.89%
facuellarg,unal1,IH-Project-2017-facuellarg_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
Caadiazsi,unal1,IH-Project-2017-Caadiazsi_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.00625,99.375,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"0.0,0.0,0.0,1.0,1.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,9,172.41847826086956,62.96%
sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
xFortich,unal1,IH-Project-2017-xFortich_webapp_phase2,Tue Nov  7 00:39:19 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"bootstrap,animate,jquery,",0.0020920502092050207,99.7907949790795,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,3,0.6666666666666667,77.78%,"3.0,0.0,0.0,;",14,193.5009399066157,85.19%
Gusgal03,unal1,IH-Project-2017-Gusgal03_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.019417475728155338,98.05825242718447,5,50,51.85%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,8,161.10173068805403,51.85%
alebautis,unal1,IH-Project-2017-alebautis_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
sarguellesr,unal1,IH-Project-2017-sarguellesr_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase2,Tue Nov  7 00:39:19 2017,0,2,"Housing New York Units by Building, Air Quality, ",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.002012072434607646,99.79879275653923,7,70,77.78%,"0,0,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,5,1.1111111111111112,88.89%,"1.0,1.0,1.0,;2.0,0.0,0.0,;",15,183.9533821285199,77.78%
JamerMejiaGarcia,unal1,IH-Project-2017-JamerMejiaGarcia_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
nikolasto,unal1,IH-Project-2017-nikolasto_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.019417475728155338,98.05825242718447,4,40,44.44%,"0,0,0,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,7,151.10173068805403,48.15%
gahormigag,unal1,IH-Project-2017-gahormigag_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,3.7%
ayperezc,unal1,IH-Project-2017-ayperezc_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.00558659217877095,99.4413407821229,4,40,48.15%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,4,139.4413407821229,44.44%
anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0673076923076923,93.26923076923077,9,90,77.78%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,12,196.31270903010034,77.78%
StevenEsmar,unal2,IH-Project-2017-StevenEsmar_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
dcastanedar,unal2,IH-Project-2017-dcastanedar_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
trickyjuggler,unal2,IH-Project-2017-trickyjuggler_webapp_phase2,Tue Nov  7 00:39:19 2017,0,4,"New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, School Safety Report, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0,100.0,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,12,2.666666666666667,96.3%,"1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;",24,205.71014492753622,88.89%
DaveValencia,unal2,IH-Project-2017-DaveValencia_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
csalfonsol,unal2,IH-Project-2017-csalfonsol_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,1,1,1,1,1,1,1,1,"bootstrap,animate,jquery,",0.014388489208633094,98.56115107913669,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,88.89%,0,0.0,0.0%,,13,205.95245542696279,92.59%
tres-xxx,unal2,IH-Project-2017-tres-xxx_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
buendiagon,unal2,IH-Project-2017-buendiagon_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
DSFarfanF,unal2,IH-Project-2017-DSFarfanF_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
jssanchezo,unal2,IH-Project-2017-jssanchezo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
bsdiaza,unal2,IH-Project-2017-bsdiaza_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
casc3798,unal2,IH-Project-2017-casc3798_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0049504950495049506,99.5049504950495,8,80,70.37%,"0,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,11,192.54842875591908,70.37%
jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"Total Housing Units By Occupancy Status And Tenure By Borough, ",1,0,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.013071895424836602,98.69281045751634,7,70,59.26%,"0,1,0,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,2,0.4444444444444444,77.78%,"2.0,0.0,0.0,;",12,182.18073316283036,55.56%
Anvido,unal2,IH-Project-2017-Anvido_webapp_phase2,Tue Nov  7 00:39:20 2017,1,4,"Required Weather API, New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"materialize,jquery,",0.00975609756097561,99.02439024390245,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,6,1.3333333333333335,88.89%,"3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",19,213.40120183810535,96.3%
Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,",0.10588235294117647,89.41176470588236,6,60,48.15%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,40.74%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,40.74%,0,0.0,0.0%,,8,158.1074168797954,44.44%
federgolo,unal2,IH-Project-2017-federgolo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"New York City Museums, ",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0091324200913242,99.08675799086758,7,70,62.96%,"0,0,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,88.89%,1,0.2222222222222222,74.07%,"1.0,0.0,0.0,;",12,186.7002845609159,62.96%
serbatero,unal2,IH-Project-2017-serbatero_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,animate,jquery,",0.014563106796116505,98.54368932038835,6,60,51.85%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,9,171.58716758125792,51.85%
GabrielUnal,unal2,IH-Project-2017-GabrielUnal_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.008583690987124463,99.14163090128756,5,50,44.44%,"0,0,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,8,162.18510916215712,48.15%
adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase2,Tue Nov  7 00:39:20 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,d3,jquery,",0.04885057471264368,95.11494252873564,8,80,66.67%,"1,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,3,0.6666666666666667,81.48%,"3.0,0.0,0.0,;",14,188.82508745627186,66.67%
jdgaitanf,unal2,IH-Project-2017-jdgaitanf_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,0,1,0,0,0,1,1,"bootstrap,jquery,",0.07103825136612021,92.89617486338798,5,50,40.74%,"0,1,0,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,8,155.93965312425755,40.74%
pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase2,Tue Nov  7 00:39:20 2017,0,2,"New York State Career Centers, Fire Department Directory for New York State, ",1,1,1,1,1,1,1,1,"bootstrap,font-awesome,jquery,",0.007444168734491315,99.25558312655087,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,10,2.2222222222222223,92.59%,"3.0,1.0,2.0,;1.0,1.0,2.0,;",22,204.52128360964267,85.19%
RafaelCruz15,unal2,IH-Project-2017-RafaelCruz15_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,1,1,1,1,1,1,1,"bootstrap,",0.0196078431372549,98.0392156862745,9,90,81.48%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,12,201.08269394714407,81.48%
gimg1859,unal2,IH-Project-2017-gimg1859_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
jannMorenoJ,unal2,IH-Project-2017-jannMorenoJ_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,8,80,74.07%,"0,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,4,0.8888888888888888,85.19%,"3.0,1.0,0.0,;",15,193.93236714975845,74.07%
dahrojasca,unal2,IH-Project-2017-dahrojasca_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,0.0%
FredyRosero,unal2,IH-Project-2017-FredyRosero_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,,1,1,1,0,0,0,1,1,"jquery,",0.0043859649122807015,99.56140350877193,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",2,40,96.3%,"1.0,1.0,0.0,0.0,0.0,",4,22.22222222222222,96.3%,"1.0,1.0,0.0,1.0,1.0,0.0,",6,26.08695652173913,96.3%,0,0.0,0.0%,,12,185.64836003051107,59.26%
